,Address,Company Name,County,Credit Score Alpha,Employee_Change,Estimated Labor Cost,Google_Reviews,Google_Scores,Grocery_within_Zip,NAICS,target,Sales_Change,Sales_per_employee,Square Footage,Supermarket_within_5_miles,county_personal_income,county_population
792,950 Main St # 1,Barben Supermarket,Passaic,B+,0.0,557638.6529,129.0,4.3,65,44511003,1,0.0,207571,"2,500 - 4,999",24,51091.4,506323.1818
793,408a Paterson Plank Rd,Belly Deli,Hudson,U,0.0,97177.64201,38.0,4.1,210,44512001,1,0.0,230500,"1 - 1,499",55,65296.05455,685991.5091
794,13 Mount Airy Rd,Bernardsvile Latin Groc Store,Somerset,U,0.0,99689.01995,6.0,4.8,8,44511003,1,0.0,229500,"1 - 1,499",3,104293.2182,333893.1455
795,239 N Union St,Big Bear Natural Foods,Hunterdon,B,0.0,226529.4921,27.0,3.8,7,44511003,0,0.0,224800,"1,500 - 2,499",1,89151.38182000001,123816.5273
796,314 Route 70,Boemio Market,Ocean,C+,0.0,80573.46178,47.0,4.2,7,44511003,1,0.0,259000,"1,500 - 2,499",2,52010.14545,600689.8727
797,790 Broad Ave,Broad Ave Mini Market,Bergen,C+,0.0,54158.47157,1.0,5.0,19,44512001,1,0.0,253000,"1,500 - 2,499",48,85629.45455,942512.0545
798,42 Main St,Bryans Luncheonette,Morris,B+,0.0,312583.4543,253.0,4.7,14,44511003,1,0.0,264167,"2,500 - 4,999",7,99047.49091000001,495913.1091
799,528 Adams St # A,Caporrino's News-Convienance,Hudson,C+,0.0,97177.64201,20.0,4.0,65,44512001,1,0.0,230500,"1 - 1,499",54,65296.05455,685991.5091
800,5004 Landis Ave,Cappuccio's Eastside Deli,Atlantic,C+,0.0,74427.48599,80.0,4.3,92,44512001,1,0.0,264500,"1 - 1,499",8,48563.56364,266207.8
801,461 Broadway,Cherry Market,Hudson,C+,0.0,97177.64201,35.0,4.4,106,44511003,1,0.0,230500,"1,500 - 2,499",18,65296.05455,685991.5091
802,762 Mountain Ave,Cioffi's Deli & Pizza,Union,B+,0.0,184281.8088,199.0,4.6,45,44512001,1,0.0,240200,"2,500 - 4,999",22,68219.0,562057.7636
803,79 Martin Luther King Ave,Cl Grocery LLC,Morris,U,0.0,156291.7271,8.0,5.0,45,44511003,1,0.0,264333,"1,500 - 2,499",11,99047.49091000001,495913.1091
804,1475 US Highway 46,Cliff's Dairy Maid,Morris,B+,1.222222222,1041944.848,1627.0,4.7,11,72251512,1,1.218309859,63150,"1,500 - 2,499",8,99047.49091000001,495913.1091
805,645 Clements Bridge Rd,Country Fresh Food Mart,Camden,C+,0.0,81897.89896,7.0,3.7,5,44512001,1,0.0,221500,"1 - 1,499",29,54218.50909,505016.4182
806,66 State Route 94,Dale's Market,Warren,A,0.0,902512.3453,153.0,4.4,4,44511003,1,0.0,234074,"5,000 - 9,999",1,55860.872729999995,105169.1091
807,112 Norwood Ave,Deal Food & Liquor Store,Monmouth,B,0.0,152496.6804,3.0,4.3,4,44511003,1,0.0,229000,"1 - 1,499",7,79548.29091,621279.6364
808,5561 Berkshire Valley Rd,Deli Works,Passaic,C+,0.0,79662.6647,86.0,4.5,7,72251117,1,0.0,55000,"1 - 1,499",1,51091.4,506323.1818
809,235 Nassau St,Despana Brand Foods,Mercer,U,0.0,112471.5628,57.0,4.6,35,44511003,1,0.0,234667,"1,500 - 2,499",7,69383.27273,370297.8364
810,900 E Chestnut Ave,Dollar Plus,Cumberland,C+,0.0,76474.83442999999,5.0,4.4,92,44512001,1,0.0,239000,"1,500 - 2,499",8,40115.8,151919.2
811,250 Central Ave,E Z Mart,Essex,B,0.0,280364.3151,4.0,4.0,119,44512001,1,0.0,242625,"2,500 - 4,999",15,67268.47273,799220.5636
812,260 Gregory Ave,El Bodegon,Passaic,C+,0.0,39831.33235,7.0,4.4,250,44512001,1,0.0,208000,"1 - 1,499",29,51091.4,506323.1818
813,341 E 19th St,Estevez Food Market,Passaic,B+,0.0,238987.9941,271.0,4.5,52,44511003,1,0.0,207667,"1,500 - 2,499",19,51091.4,506323.1818
814,10 Malcolm Ave # 1,Food Ingredient Solutions,Bergen,B+,0.0,1029010.96,3.0,5.0,5,44511003,1,0.0,252368,"10,000 - 19,999",31,85629.45455,942512.0545
815,609 Sicklerville Rd,Food Plus,Camden,C+,0.0,81897.89896,15.0,4.4,32,44511003,1,0.0,221500,"1,500 - 2,499",11,54218.50909,505016.4182
816,400 N Bay Ave,Foster's Farm Market,Ocean,C+,0.0,80573.46178,13.0,4.6,20,44511003,1,0.0,259000,"1 - 1,499",1,52010.14545,600689.8727
817,177 Franklin Corner Rd # 1,Franklin Corner Deli,Mercer,B+,0.0,187452.6047,108.0,4.2,38,44511003,1,0.0,234600,"2,500 - 4,999",10,69383.27273,370297.8364
818,177 Franklin Corner Rd # 1,Franklin Corner Deli,Mercer,B+,0.0,187452.6047,108.0,4.2,38,44511003,1,0.0,234600,"2,500 - 4,999",10,69383.27273,370297.8364
819,528 Main St,Friendly Auto Repair,Essex,A,0.0,175227.6969,24.0,4.6,92,81111104,1,0.0,99800,"1 - 1,499",16,67268.47273,799220.5636
820,1900 Greentree Rd,Friendly Food Mart,Camden,B,0.0,122846.8484,14.0,4.6,20,44512001,1,0.0,221667,"2,500 - 4,999",21,54218.50909,505016.4182
821,701 US Highway 1,Fuel One,Middlesex,B,0.0,286815.6949,94.0,3.8,82,44512001,1,0.0,229000,"1,500 - 2,499",22,61266.49091,835785.1818
822,135 Oakland Ave,Garden State Dairy,Bergen,B,0.0,216633.8863,8.0,4.5,11,44512001,1,0.0,252500,"1 - 1,499",13,85629.45455,942512.0545
823,163 Speedwell Ave,Gene's II Deli,Morris,C+,0.0,104194.4848,16.0,4.1,19,44512001,1,0.0,264500,"1,500 - 2,499",14,99047.49091000001,495913.1091
824,1102 N East Ave,Giovanni's Italian Amer Deli,Cumberland,B+,0.0,650036.0926,343.0,4.6,92,44511003,1,0.0,238647,"2,500 - 4,999",8,40115.8,151919.2
825,1400 Queen Anne Rd,Glatt Express,Bergen,C+,0.0,108316.9431,163.0,4.4,33,44511003,1,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
826,163 Speedwell Ave,Gene's II Deli,Morris,C+,0.0,104194.4848,16.0,4.1,19,44512001,1,0.0,264500,"1,500 - 2,499",14,99047.49091000001,495913.1091
827,1400 Queen Anne Rd,Glatt Express,Bergen,C+,0.0,108316.9431,163.0,4.4,33,44511003,1,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
828,920 Prospect St,Glen Rock Food Inc,Bergen,B,0.0,162475.4147,6.0,4.3,13,44511003,1,0.0,252667,"1 - 1,499",19,85629.45455,942512.0545
829,66 Morris St # 1,Green Life Market,Morris,B+,0.0,1302431.06,41.0,4.2,45,44619103,0,0.0,110240,"40,000 - 99,999",11,99047.49091000001,495913.1091
830,168 S Center St # 1,Hudson Middle Food,Essex,C+,0.0,105136.6182,3.0,3.7,92,44511003,1,0.0,242667,"1,500 - 2,499",16,67268.47273,799220.5636
831,341 Park Ave,Isabelita Supermarket,Union,C,0.0,73712.72352999999,6.0,4.7,92,44511003,1,0.0,240500,"1,500 - 2,499",17,68219.0,562057.7636
832,613 Hope Rd # 19,Jersey Shore Deli,Monmouth,C+,0.0,114372.5103,30.0,4.3,21,44511003,1,0.0,229000,"2,500 - 4,999",10,79548.29091,621279.6364
833,2750 Federal St,Jimenez Grocery,Camden,C+,0.0,40948.94948,16.0,4.5,69,44511003,1,0.0,222000,"1 - 1,499",29,54218.50909,505016.4182
834,197 Shrewsbury Ave,Juanito's Market,Monmouth,C+,0.0,114372.5103,133.0,4.1,47,44511003,1,0.0,229000,"1,500 - 2,499",12,79548.29091,621279.6364
835,197 Shrewsbury Ave,Juanito's Market,Monmouth,C+,0.0,114372.5103,133.0,4.1,47,44511003,1,0.0,229000,"1,500 - 2,499",12,79548.29091,621279.6364
836,200 State Route 10 # 10,Kam Man Super Market LLC,Morris,C+,0.0,156291.7271,518.0,4.2,22,44511003,1,0.0,264333,"5,000 - 9,999",10,99047.49091000001,495913.1091
837,22 Paterson Ave # 1,Khushiara Mini Market,Passaic,C+,0.0,79662.6647,4.0,5.0,59,44512001,1,0.0,208000,"1 - 1,499",18,51091.4,506323.1818
838,700 Lanidex Plz # 200,Kings Super Markets,Morris,U,0.0,156291.7271,14.0,3.3,60,44511003,1,0.0,264333,"2,500 - 4,999",13,99047.49091000001,495913.1091
839,23 Mileed Way,Ko Fro Foods,Middlesex,C+,0.0,81947.3414,11.0,3.8,26,44511003,1,0.0,229000,"1,500 - 2,499",21,61266.49091,835785.1818
840,403 Clifton Ave # 1,Kollel Food Svc,Ocean,B+,0.0,402867.3089,18.0,4.7,84,44511003,1,0.0,258600,"5,000 - 9,999",10,52010.14545,600689.8727
841,200 Main Ave,Kosher Konnection Inc,Passaic,B+,0.0,238987.9941,130.0,4.4,250,44511003,1,0.0,207667,"2,500 - 4,999",29,51091.4,506323.1818
842,225 S Pavilion Ave,Krauser's Food Mart,Burlington,C+,0.0,95492.08902999999,18.0,3.9,36,44512001,1,0.0,236500,"1 - 1,499",23,62081.527270000006,445855.6545
843,179 Spring St,LA Mexicanita,Sussex,B,0.0,165510.0889,14.0,4.3,28,44511003,1,0.0,248400,"2,500 - 4,999",3,61649.29091,139335.0
844,152 48th St,LA Placita Supermarket,Hudson,C,0.0,97177.64201,533.0,4.3,210,44511003,1,0.0,230500,"1,500 - 2,499",55,65296.05455,685991.5091
845,4101 Ventnor Ave,LA Sorpresa Meat Market,Atlantic,B,0.0,186068.715,12.0,4.3,159,44511003,1,0.0,264600,"2,500 - 4,999",3,48563.56364,266207.8
846,396 Communipaw Ave # A,LA Union Grocery Store,Hudson,C+,0.0,97177.64201,6.0,4.5,118,44511003,1,0.0,230500,"1 - 1,499",32,65296.05455,685991.5091
847,930 Lacey Rd,Lacey Auto Care,Ocean,A,0.0,362580.578,34.0,4.4,15,44131011,1,0.0,173556,"1,500 - 2,499",3,52010.14545,600689.8727
848,139 Speedwell Ave,LC Supermarket,Morris,C+,0.0,156291.7271,36.0,4.2,45,44511003,1,0.0,264333,"1,500 - 2,499",11,99047.49091000001,495913.1091
849,545 Valley Rd,Lee's Market,Essex,B,0.0,105136.6182,29.0,4.9,52,44511003,1,0.0,242667,"1 - 1,499",11,67268.47273,799220.5636
850,212 N Livingston Ave,Livingston Mart,Essex,B,0.0,105136.6182,21.0,4.1,24,44512001,1,0.0,242667,"1 - 1,499",12,67268.47273,799220.5636
851,533 Station Ave,Local Links Market,Camden,C,0.0,81897.89896,151.0,4.7,3,44511003,1,0.0,221500,"1,500 - 2,499",28,54218.50909,505016.4182
852,73 Mary St,Lopez Deli & Grocery,Passaic,C+,0.0,79662.6647,391.0,4.5,65,44511003,1,0.0,208000,"1,500 - 2,499",24,51091.4,506323.1818
853,215 Madison Ave,Madison Gas Mart Inc,Morris,B,0.0,208388.9695,39.0,3.9,45,44719005,1,0.0,1259000,"1 - 1,499",11,99047.49091000001,495913.1091
854,1942 Springfield Ave,Maple Chek,Essex,C+,0.0,70091.07877000001,32.0,4.1,26,44511003,1,0.0,243000,"1,500 - 2,499",23,67268.47273,799220.5636
855,500 Mcbride Ave,Mcbride Convenience,Passaic,C+,0.0,79662.6647,1.0,3.0,48,44512001,1,0.0,208000,"1,500 - 2,499",19,51091.4,506323.1818
856,80 Hobart St,Metal Supermarkets,Bergen,C+,0.0,108316.9431,23.0,4.5,79,44511003,1,0.0,252500,"1,500 - 2,499",23,85629.45455,942512.0545
857,1143 Lawrence Rd,Mexico Lindo Mini-Market,Mercer,C+,0.0,112471.5628,28.0,4.6,38,44511003,1,0.0,234667,"1,500 - 2,499",10,69383.27273,370297.8364
858,32 Broadway # 1,Mi Tierra Deli Grocery,Hudson,C+,0.0,97177.64201,34.0,4.6,200,44511003,1,0.0,230500,"1,500 - 2,499",39,65296.05455,685991.5091
859,26 Bridge St,Milford Market,Hunterdon,B+,0.0,679588.4764,143.0,4.2,5,44511003,1,0.0,224667,"5,000 - 9,999",0,89151.38182000001,123816.5273
860,300 Park Ave # 1,Mini Mart,Bergen,C+,0.0,54158.47157,6.0,4.0,18,44512001,1,0.0,253000,"1,500 - 2,499",28,85629.45455,942512.0545
861,405 Danforth Ave,Mini Mart Food Store,Hudson,C+,0.0,97177.64201,5.0,3.4,166,44512001,1,0.0,230500,"1 - 1,499",21,65296.05455,685991.5091
862,181 Main St,Monmouth Health Foods,Monmouth,B,0.0,343117.5309,12.0,5.0,17,44619106,1,0.0,122444,"1,500 - 2,499",10,79548.29091,621279.6364
863,58 Main Ave,Narmada Indian Groceries,Passaic,B,0.0,119493.9971,646.0,4.1,11,44511003,1,0.0,207667,"1 - 1,499",27,51091.4,506323.1818
864,515 Newark Ave # A,Newark Supermarket,Hudson,C+,0.0,97177.64201,18.0,4.0,200,44511003,1,0.0,230500,"1,500 - 2,499",39,65296.05455,685991.5091
865,113 Mountain View Rd,Northeast Kettle KORN,Somerset,C+,0.0,99689.01995,1.0,5.0,24,44511003,1,0.0,229500,"1 - 1,499",3,104293.2182,333893.1455
866,946 S 4th St,Nunec Brothers,Camden,B,0.0,163795.7979,133.0,4.4,45,44511003,1,0.0,221500,"1 - 1,499",31,54218.50909,505016.4182
867,36 Delsea Dr N,One Stop Shop,Gloucester,C+,0.0,83017.30907,10.0,4.0,29,44512001,1,0.0,159000,"1 - 1,499",8,54928.127270000005,292277.1455
868,33 N Park St,Park Deli Grocery,Essex,C+,0.0,70091.07877000001,26.0,3.7,72,44511003,1,0.0,243000,"1 - 1,499",18,67268.47273,799220.5636
869,4345 US Highway 9 # 19,Penny Pantry,Monmouth,B,0.0,114372.5103,3.0,5.0,86,44512001,1,0.0,229000,"2,500 - 4,999",10,79548.29091,621279.6364
870,308 S Broadway,Pitman Convenience Store,Gloucester,C,0.0,41508.65453,21.0,4.7,7,44512001,1,0.0,159000,"1 - 1,499",7,54928.127270000005,292277.1455
871,305 Willow Ave # A,Prime Time Convenience,Hudson,C+,0.0,97177.64201,2.0,4.0,65,44512001,1,0.0,230500,"1 - 1,499",54,65296.05455,685991.5091
872,352 Grand St # 1,Pueblo Grocery,Passaic,C,0.0,39831.33235,12.0,4.1,37,44511003,1,0.0,208000,"1 - 1,499",18,51091.4,506323.1818
873,1401 New York Ave,Quezada Grocery,Hudson,C+,0.0,48588.82101,4.0,4.5,210,44511003,1,0.0,231000,"1 - 1,499",55,65296.05455,685991.5091
874,1023 Erial Rd,Quick Food Mart,Camden,C,0.0,40948.94948,4.0,4.3,54,44512001,1,0.0,222000,"1 - 1,499",16,54218.50909,505016.4182
875,48 Patterson St,Quick Shop,Bergen,C+,0.0,108316.9431,6.0,3.8,13,44512001,1,0.0,252500,"1 - 1,499",14,85629.45455,942512.0545
876,224 S Orange Ave,Rodriguez Family Grocery LLC,Essex,B,0.0,105136.6182,9.0,4.4,119,44511003,1,0.0,242667,"1 - 1,499",15,67268.47273,799220.5636
877,495 Avenel St,Sandwich Time,Middlesex,C,0.0,122921.0121,158.0,4.4,26,72251117,1,0.0,59667,"1 - 1,499",21,61266.49091,835785.1818
878,374 Pacific Ave,Santa Ana Grocery,Hudson,C+,0.0,145766.46300000002,16.0,3.9,118,44511003,1,0.0,230667,"1,500 - 2,499",32,65296.05455,685991.5091
879,175 S Newman St,Seas Star Food USA Inc,Bergen,C+,0.0,108316.9431,2.0,3.0,79,44511003,1,0.0,252500,"1 - 1,499",23,85629.45455,942512.0545
880,3029 State Route 27 # 5,Shaan Halal Meat Market,Somerset,C+,0.0,99689.01995,111.0,3.7,13,44511003,1,0.0,229500,"1,500 - 2,499",0,104293.2182,333893.1455
881,52 Madison St,Shorty's Poultry Market,Essex,C+,0.0,70091.07877000001,42.0,4.6,106,44511003,1,0.0,243000,"1 - 1,499",19,67268.47273,799220.5636
882,100 W 15th St # 1,Shreeji Convenience,Union,C+,0.0,73712.72352999999,2.0,5.0,94,44512001,1,0.0,240500,"1,500 - 2,499",28,68219.0,562057.7636
883,227 Sip Ave,Sip Avenue Grocery,Hudson,C+,1.0,97177.64201,5.0,5.0,200,44511003,1,0.0,230500,"1 - 1,499",39,65296.05455,685991.5091
884,203 E Hanover Ave,Spartan Auto Svc Inc,Morris,C+,0.0,104194.4848,5.0,3.8,45,44719005,1,0.0,1259000,"1 - 1,499",11,99047.49091000001,495913.1091
885,123 S White Horse Pike,Speedy Mart,Camden,B,0.0,163795.7979,11.0,4.3,25,44512001,1,0.0,221500,"1,500 - 2,499",6,54218.50909,505016.4182
886,182 Ridgedale Ave # 6,Speedy Mart,Morris,C,0.0,104194.4848,7.0,4.3,13,44512001,1,0.0,264500,"2,500 - 4,999",16,99047.49091000001,495913.1091
887,1682 Springfield Ave,Springfield Avenue Deli,Union,C+,0.0,73712.72352999999,17.0,4.5,7,44511003,0,0.0,240500,"1 - 1,499",14,68219.0,562057.7636
888,124 Case Dr,Sukhadia's India Cafe,Middlesex,B,0.0,409736.70700000005,32.0,2.8,49,72251117,1,0.0,59600,"2,500 - 4,999",24,61266.49091,835785.1818
889,1210 Main St,Super Savers Markets,Monmouth,C+,0.0,114372.5103,42.0,4.6,35,44511003,1,0.0,229000,"1,500 - 2,499",12,79548.29091,621279.6364
890,52 Cianci St,Tana's Food Market,Passaic,C+,0.0,79662.6647,52.0,4.4,180,44511003,1,0.0,208000,"1 - 1,499",20,51091.4,506323.1818
891,530 Valley St # A,Tara's Deli,Essex,B,0.0,105136.6182,70.0,4.2,26,44511003,1,0.0,242667,"1 - 1,499",23,67268.47273,799220.5636
892,80 1st Ave # E,TNC Mini Mart,Monmouth,C+,0.0,76248.34021000001,3.0,4.3,9,44512001,1,0.0,229000,"1,500 - 2,499",7,79548.29091,621279.6364
893,960 Spruce St,Trenton Farmer's Market,Mercer,B,0.0,149962.0838,321.0,4.6,38,72251301,1,0.0,60250,"1 - 1,499",10,69383.27273,370297.8364
894,3366 US Highway 9,Tropical Hut Catering,Middlesex,B+,0.0,245842.0242,82.0,4.4,41,44511003,1,0.0,229000,"1,500 - 2,499",9,61266.49091,835785.1818
895,300 Gordons Corner Rd,Uncle Gino's Marketplace,Monmouth,B+,0.0,762483.4021,52.0,4.7,45,44511003,0,0.0,229000,"40,000 - 99,999",11,79548.29091,621279.6364
896,59 Park Ave,Wanda Supermarket,Essex,C+,0.0,70091.07877000001,30.0,4.5,72,44511003,1,0.0,243000,"1,500 - 2,499",18,67268.47273,799220.5636
897,1500 Main St,Welsh Farms,Monmouth,B+,0.0,304993.3608,29.0,4.1,60,44511003,1,0.0,229000,"2,500 - 4,999",9,79548.29091,621279.6364
898,1330 Main Ave,Welsh Farms,Passaic,C+,0.0,79662.6647,15.0,2.3,77,44512001,1,0.0,208000,"1,500 - 2,499",29,51091.4,506323.1818
899,110 E Front St,Welsh Farms,Monmouth,C+,0.0,76248.34021000001,8.0,4.3,47,44719005,1,0.0,1105000,"1 - 1,499",12,79548.29091,621279.6364
900,1500 Main St,Welsh Farms,Monmouth,B+,0.0,304993.3608,29.0,4.1,60,44511003,1,0.0,229000,"2,500 - 4,999",9,79548.29091,621279.6364
901,110 E Front St,Welsh Farms,Monmouth,C+,0.0,76248.34021000001,8.0,4.3,47,44719005,1,0.0,1105000,"1 - 1,499",12,79548.29091,621279.6364
902,761 Ocean Ave,Big Savings Supermarket,Hudson,C+,0.0,97177.64201,8.0,5.0,118,44511003,0,0.0,230500,"1,500 - 2,499",32,65296.05455,685991.5091
903,213 Slater St # A,Nunez Grocery,Passaic,C+,0.0,79662.6647,13.0,3.8,180,44511003,1,0.0,208000,"1 - 1,499",20,51091.4,506323.1818
904,6101 Newkirk Ave,61st Street Deli,Hudson,C+,0.0,97177.64201,98.0,4.2,99,72251117,1,0.0,54500,"1 - 1,499",55,65296.05455,685991.5091
905,295 E Railway Ave,786 Food Market,Passaic,B+,0.0,597469.9853,12.0,4.3,65,44511003,1,0.0,207600,"5,000 - 9,999",24,51091.4,506323.1818
906,2005 State Route 35 # 11,American Way Food Store,Monmouth,B,0.0,114372.5103,15.0,2.9,11,44512001,1,0.0,229000,"2,500 - 4,999",9,79548.29091,621279.6364
907,900 Paterson Plank Rd,Anabellas House Mozz,Bergen,C,0.0,108316.9431,564.0,4.3,23,44511003,1,0.0,252500,"1,500 - 2,499",28,85629.45455,942512.0545
908,68 Oceanport Ave,Angelo's Italian Market Inc,Monmouth,C+,0.0,114372.5103,65.0,4.9,7,44511003,1,0.0,229000,"1 - 1,499",11,79548.29091,621279.6364
909,106 Allen Rd # 401,Arla Foods Inc USA,Somerset,B+,0.0,747667.6496,3.0,5.0,14,33999936,1,0.0,191667,"40,000 - 99,999",4,104293.2182,333893.1455
910,81 James St,Bodeguita Deli LLC,Essex,C+,0.0,70091.07877000001,18.0,4.9,78,44512001,1,0.0,243000,"1,500 - 2,499",25,67268.47273,799220.5636
911,173 Bloomfield Ave,C Cavallo's Market,Essex,C+,0.0,70091.07877000001,113.0,4.4,24,44511003,0,0.0,243000,"1 - 1,499",26,67268.47273,799220.5636
912,701 Marshall St,Casablanca Supermarket,Union,B+,0.0,294850.8941,484.0,4.4,122,44511003,1,0.0,240125,"1,500 - 2,499",25,68219.0,562057.7636
913,11 Franklin St,Chateau Of Spain Restaurant,Essex,B+,0.0,385500.9333,1401.0,4.4,74,72251117,1,0.0,59545,"2,500 - 4,999",17,67268.47273,799220.5636
914,100 Kings Way E # D6,Corner Stone,Gloucester,B+,0.0,498103.8544,240.0,4.9,36,62111107,1,0.0,223250,"20,000 - 39,999",9,54928.127270000005,292277.1455
915,1102 Elizabeth Ave,Eagle Supermarket,Union,A,0.0,1031978.1290000001,331.0,4.0,122,44511003,1,0.0,240071,"20,000 - 39,999",25,68219.0,562057.7636
916,769 Avenue A,East Coast Catering & Cafe,Hudson,B+,0.0,388710.56799999997,23.0,4.2,106,44512001,1,0.0,230500,"1,500 - 2,499",18,65296.05455,685991.5091
917,4000 Route 130 # 12,Efe's Halal Food Market,Burlington,C+,0.0,95492.08902999999,74.0,4.4,36,44511003,1,0.0,236500,"2,500 - 4,999",23,62081.527270000006,445855.6545
918,830 Broadway,El Agila Dorada,Hudson,B,0.0,485888.2101,699.0,4.5,106,72251117,1,0.0,54200,"2,500 - 4,999",18,65296.05455,685991.5091
919,782 Emerson St,El Pueblito Market,Camden,C+,0.0,81897.89896,92.0,4.0,54,44512001,1,0.543554007,221500,"1,500 - 2,499",16,54218.50909,505016.4182
920,225 Monroe St # 1,El Tepeyac Grocery,Passaic,C+,0.0,79662.6647,17.0,4.3,250,44511003,1,0.0,208000,"1 - 1,499",29,51091.4,506323.1818
921,618 Cedar Ln,Eli Auto Svc Ctr,Bergen,B+,0.0,162475.4147,44.0,4.4,33,81111104,1,0.0,193000,"1 - 1,499",23,85629.45455,942512.0545
922,466 Broadway,Esperanza Pueblo Grocery,Passaic,C,0.0,39831.33235,4.0,4.3,59,44511003,0,0.0,208000,"1 - 1,499",21,51091.4,506323.1818
923,30 Paterson St,Express Mart Smoke Shop,Middlesex,C+,0.0,81947.3414,72.0,3.4,93,44511003,1,0.0,229000,"1,500 - 2,499",20,61266.49091,835785.1818
924,563 Central Ave,Extra Supermarket,Essex,A,0.0,806047.4059,879.0,3.8,92,44511003,1,0.0,242652,"10,000 - 19,999",15,67268.47273,799220.5636
925,132 E Red Bank Ave,Fat Louie's,Gloucester,B,0.0,332069.2363,255.0,3.9,55,72251117,1,0.0,60250,"1,500 - 2,499",17,54928.127270000005,292277.1455
926,151 Columbia Tpke,Florham Park Exxon,Morris,C+,0.0,156291.7271,44.0,3.6,13,44719005,1,0.0,1259000,"1 - 1,499",16,99047.49091000001,495913.1091
927,Deal Rd & State Hwy No 35,Food Circus Super Markets Inc,Monmouth,C,0.0,114372.5103,15.0,4.5,11,44511003,1,0.0,229000,"1,500 - 2,499",9,79548.29091,621279.6364
928,1215 Bayshore Rd,Gaiss Market,Cape May,B+,0.0,410512.1631,185.0,4.7,6,44511003,1,0.0,408167,"2,500 - 4,999",5,61476.94545,92193.6
929,787 New Jersey 34,Ginkaku Japanese Bistro,Monmouth,U,0.0,190620.8505,85.0,4.6,46,72251117,1,0.0,56800,"1 - 1,499",12,79548.29091,621279.6364
930,787 New Jersey 34,Ginkaku Japanese Bistro,Monmouth,U,0.0,190620.8505,85.0,4.6,46,72251117,1,0.0,56800,"1 - 1,499",12,79548.29091,621279.6364
931,368 Paterson Plank Rd,Globe Packaging Co,Bergen,A,0.0,541584.7157,2.0,3.0,19,31161206,1,0.0,738600,"5,000 - 9,999",29,85629.45455,942512.0545
932,584 Cedar Swamp Rd,Glory's Deli & Grocery,Ocean,A,0.0,926594.8105,119.0,4.4,51,44521006,1,0.0,178304,"10,000 - 19,999",6,52010.14545,600689.8727
933,125 Presidential Blvd # 1,Gonzalez Mini Market,Passaic,C,0.0,79662.6647,14.0,4.6,59,44511003,1,0.0,208000,"1,500 - 2,499",18,51091.4,506323.1818
934,20 1st Ave # 3,Grassroots Natural Market,Morris,B+,0.0,1302431.06,74.0,4.6,20,44619103,1,0.0,110240,"20,000 - 39,999",13,99047.49091000001,495913.1091
935,1297 Centennial Ave # 4,Green Acres Health Food Store,Middlesex,B+,0.0,327789.3656,44.0,4.6,41,44511003,1,0.0,229000,"5,000 - 9,999",17,61266.49091,835785.1818
936,458a County Road 519,Greenwich Deli LLC,Warren,C,0.0,33426.383160000005,30.0,4.7,4,44512001,1,0.0,235000,"1,500 - 2,499",3,55860.872729999995,105169.1091
937,250 Mill St # 2,Gromart,Essex,U,0.0,70091.07877000001,4.0,4.5,41,71329003,1,-0.569911504,64500,"1 - 1,499",26,67268.47273,799220.5636
938,588 River St,International Meat Market,Passaic,C+,0.0,79662.6647,9.0,4.7,52,44521006,1,0.0,174500,"1 - 1,499",19,51091.4,506323.1818
939,64 Hancock,Ishatars Food Mart & Grill,Union,C,0.0,147425.4471,307.0,4.3,45,72251117,1,0.0,59500,"1 - 1,499",22,68219.0,562057.7636
940,2300 W County Line Rd,Jackson Service Station,Ocean,B,0.0,161146.9236,35.0,4.4,51,44719005,1,0.0,944750,"1 - 1,499",6,52010.14545,600689.8727
941,120 W Sylvania Ave,Jazz Convenience,Monmouth,C,0.0,76248.34021000001,9.0,5.0,55,44512001,1,0.0,229000,"1,500 - 2,499",8,79548.29091,621279.6364
942,622 Station Ave,John's Friendly Market,Camden,B+,0.0,286642.6464,119.0,4.7,3,44511003,1,0.0,221571,"2,500 - 4,999",28,54218.50909,505016.4182
943,153 Newark Pompton Tpke,Kenny's Pit Stop,Morris,C+,0.0,156291.7271,34.0,4.8,1,72251117,1,0.0,63333,"1 - 1,499",6,99047.49091000001,495913.1091
944,356 Union Ave,LA Nany Mini Market,Passaic,C,0.0,79662.6647,990.0,4.2,42,44512001,1,0.0,208000,"1,500 - 2,499",17,51091.4,506323.1818
945,399 Dover Rd,LA Parada Chilanga Mexican,Ocean,U,0.0,80573.46178,3.0,4.0,10,44511003,1,0.0,259000,"1,500 - 2,499",6,52010.14545,600689.8727
946,52 Throckmorton St # A,LA Placita,Monmouth,U,0.0,38124.1701,29.0,4.0,86,72251117,1,0.0,57000,"1 - 1,499",10,79548.29091,621279.6364
947,190 Mount Arlington Blvd,Landing Market,Morris,B,0.0,208388.9695,17.0,3.9,3,44814001,1,2.138339921,198500,"1,500 - 2,499",7,99047.49091000001,495913.1091
948,51 Arlington Ave,Leblon Foods Inc,Hudson,C+,0.0,97177.64201,6.0,3.0,47,44511003,1,0.0,230500,"1,500 - 2,499",20,65296.05455,685991.5091
949,179 US Highway 46,Little Ferry Gas Corp,Bergen,B,0.0,270792.3579,46.0,3.9,17,44719005,1,0.0,1297800,"1,500 - 2,499",34,85629.45455,942512.0545
